GO:0048518
GO:0002684
GO:0051240
GO:0006950
GO:0002376
GO:0006952
GO:0048522
GO:0002682
GO:0030334
GO:0051239
GO:0050896
GO:2000145
GO:0048583
GO:0040011
GO:0040012
GO:0006955
GO:0016477
GO:0001817
GO:0008610
GO:0001816
GO:0006796
GO:0001775
GO:0006793
GO:0050865
GO:0002694
GO:0065007
GO:0050789
GO:0050867
GO:0032101
GO:0009605
GO:0051049
GO:0051234
GO:0002696
GO:0006810
GO:0051241
GO:0050794
GO:0032879
GO:0042127
GO:0048870
GO:0009893
GO:0051251
GO:0006954
GO:0006629
GO:0051179
GO:0010628
GO:0051249
GO:0001819
GO:0045321
GO:0010604
GO:0002495
GO:0048519
GO:0016126
GO:0031325
GO:0044281
GO:1901564
GO:0019882
GO:0065009
GO:0002685
GO:0002504
GO:0002478
GO:0098657
GO:0002688
GO:0019222
GO:0032787
GO:0048002
GO:0048584
GO:0046649
GO:0070371
GO:0044255
GO:0008283
GO:0044283
GO:0019884
GO:0006909
GO:0050671
GO:1902653
GO:0006695
GO:0050727
GO:0007155
GO:0032946
GO:0097529
GO:0070372
GO:0019886
GO:0032649
GO:0032609
GO:0051130
GO:0070887
GO:0050776
GO:0006468
GO:0030335
GO:0043410
GO:0070665
GO:0050790
GO:0098542
GO:0006897
GO:0031347
GO:0019538
GO:0043408
GO:0050778
GO:0080134
GO:0048585
GO:0001934
GO:0002250
GO:0010562
GO:0045937
GO:2000147
GO:0000165
GO:0019220
GO:0051174
GO:0009891
GO:0050900
GO:0007154
GO:0040017
GO:0032640
GO:0032680
GO:0030595
GO:0051247
GO:0051246
GO:0008630
GO:0070374
GO:0071706
GO:1903555
GO:0035556
GO:1902622
GO:0050920
GO:0019752
GO:0012501
GO:0060255
GO:0006935
GO:0008219
GO:0031328
GO:0042330
GO:0097530
GO:0006915
GO:0050670
GO:0044419
GO:0045087
GO:0001932
GO:0042327
GO:0030155
GO:0043436
GO:0032944
GO:1901700
GO:0050764
GO:0006082
GO:0031323
GO:0060326
GO:0008284
GO:0002687
GO:0032635
GO:0032675
GO:0009607
GO:1990266
GO:0032103
GO:0010557
GO:0032501
GO:0071622
GO:0010033
GO:0006694
GO:0043067
GO:0002429
GO:0070663
GO:0009966
GO:1902533
GO:0010646
GO:0016310
GO:0051707
GO:0048523
GO:0043207
GO:0044092
GO:0031099
GO:1901701
GO:0042981
GO:0023052
GO:0044057
GO:0071900
GO:0007166
GO:0008203
GO:0002768
GO:0006631
GO:0051173
GO:0042325
GO:0007159
GO:0031401
GO:0051716
GO:0048146
GO:0019637
GO:0046165
GO:0051346
GO:0050870
GO:0002690
GO:0051336
GO:0023051
GO:0001818
GO:0120035
GO:0036211
GO:1902652
GO:0071902
GO:0071310
