condition,category_id,rule_order
000,11,999
6*,8,999
66*,6,200
61*,6,200
62*,6,200
64*,10,200
63*,10,200
615*,1,100
60622*,4,100
625*,4,100
6811.21*,2,100
61551*,4,100
624*,4,100
6064*,8,100
6065*,8,100
6067*,8,100
6068*,8,100
60621*,5,100
6063*,1,100
6811.204*,2,50
6811.203*,6,50
6811.215*,3,50
6811.202*,6,50
6042*,6,50
6574,6,50
60623,9,10
60613,5,10
6061*,5,10
60612,5,10
6811.2182,4,10
